股票代码,股票名称,平均增长率（%）,复合增长率（%）,增长频次
600233,圆通速递,67.89,-28.60,23
600234,ST山水,47.58,0.29,0
600235,民丰特纸,14.04,9.79,17
600236,桂冠电力,53.10,23.61,21
600237,铜峰电子,-444.06,-3.64,12
600238,海南椰岛,-3036.02,-86.60,10
600239,云南城投,476.97,-3.02,12
600240,华业资本,4.54,0.43,17
600241,时代万恒,-32.74,-0.21,14
600242,中昌数据,-17.43,0.04,8
600243,青海华鼎,217.06,-6.69,12
600246,万通地产,-103.78,-0.64,20
600247,ST成城,-171.53,-0.90,11
600248,延长化建,-8.40,-4.46,20
600249,两面针i,3.54,3.42,0
600250,南纺股份,-21.07,-19.18,2
600251,冠农股份,8.47,3.14,1
600252,中恒集团,36.90,86.36,23
600253,天方药业,-37.20,3.39,13
600255,鑫科材料,-24.61,-2.59,11
600256,广汇能源,-8.82,-0.45,19
600257,大湖股份,-383.78,0.40,11
600258,首旅酒店,9.48,1.87,13
600259,广晟有色,-60.34,2.14,12
600260,凯乐科技,151.02,1.25,17
600261,阳光照明,6.03,5.32,26
600262,北方股份,-3.53,-0.69,21
600263,路桥建设,30.94,10.17,9
600265,ST景谷,21.06,2.32,1
600266,北京城建,13.49,4.79,19
600267,海正药业,-73.02,0.80,18
600268,国电南自,-124.03,2.58,16
600269,赣粤高速,1.46,0.87,19
600270,外运发展,-103.37,-0.03,15
600271,航天信息,2.69,5.32,18
600272,开开实业,-1.37,8.13,13
600273,嘉化能源,-136.67,39.43,13
600275,武昌鱼i,36.16,1.37,1
600276,恒瑞医药,4.72,7.69,13
600277,亿利洁能,-55.64,6.77,18
600278,东方创业,17.93,1.52,20
600279,重庆港九,7.76,5.55,22
600280,中央商场,19.27,2.86,19
600281,太化股份,-14.21,-0.29,6
600282,南钢股份,-49.88,0.23,20
600283,钱江水利,-5.45,0.63,15
600284,浦东建设,-213.23,9.05,13
600285,羚锐制药,46.00,82.26,20
600286,SST国,-36.93,-0.76,1
600287,江苏舜天,-96.24,14.06,14
600288,大恒科技,-0.76,-5.51,14
600289,亿阳信通,34.89,2.67,17
600290,华仪电气,14.61,2.15,22
600291,西水股份,nan,nan,0
600292,远达环保,-55.92,1.14,15
600293,三峡新材,-94.46,11.75,22
600295,鄂尔多斯,6.56,1.69,24
600297,广汇汽车,-771.82,253.22,17
600298,安琪酵母,3.51,6.44,22
600299,安迪苏i,12.34,20.84,10
600300,维维股份,68.85,0.95,16
600301,ST南化,44.04,-5.05,4
600302,标准股份,205.75,-0.17,8
600303,曙光股份,-58.90,-1.48,14
600305,恒顺醋业,84.42,26.46,20
600306,ST商城,-1690.01,-14.41,7
600307,酒钢宏兴,37.21,2.53,17
600308,华泰股份,81.29,0.31,16
600309,万华化学,4.57,2.91,26
600310,桂东电力,13.56,7.76,18
600311,荣华实业,-56.84,1.33,8
600312,平高电气,-396.40,259.34,20
600313,农发种业,-1.22,-0.38,11
600315,上海家化,10.83,5.32,12
600316,洪都航空,-10.55,9.41,19
600317,营口港i,2.47,2.44,17
600318,新力金融,288.65,-10.95,13
600319,亚星化学,-108.86,-4.88,8
600320,振华重工,243.48,0.51,12
600321,国栋建设,304.27,-12.33,18
600322,天房发展,-2.56,-7.46,20
600323,瀚蓝环境,3.02,5.78,24
600325,华发股份,20.42,4.97,20
600326,西藏天路,29.82,20.24,22
600327,大东方i,5.90,1.51,13
600328,兰太实业,27.25,2.26,20
600329,中新药业,37.37,-19.66,12
600330,天通股份,74.40,1.72,12
600331,宏达股份,-223.86,-0.17,8
600332,白云山i,24.93,3.19,20
600333,长春燃气,-117.10,-0.08,14
600335,国机汽车,-237.30,-32194.62,18
600336,澳柯玛i,-24.72,6.87,15
600337,美克家居,20.86,7.04,23
600338,西藏珠峰,-40.13,-8.29,8
600339,ST油工,-19.96,-4.34,9
600340,华夏幸福,444.33,-477.68,13
600343,航天动力,26.36,0.56,23
600345,长江通信,107.11,-1.32,5
600346,恒力股份,-152.68,165.10,10
600348,阳泉煤业,113.06,0.02,20
600350,山东高速,2.46,2.58,26
600351,亚宝药业,19.00,0.18,19
600352,浙江龙盛,7.76,9.03,21
600353,旭光股份,-75.94,79.87,19
600354,敦煌种业,-90.52,9.77,10
600355,精伦电子,88.15,0.13,8
600356,恒丰纸业,3.78,5.30,24
600357,承德钒钛,1.66,0.18,5
600358,国旅联合,-563.90,-42.03,5
600359,新农开发,-102.57,50.24,11
600360,华微电子,12.93,0.32,20
600361,华联综超,-20.38,-0.42,10
600362,江西铜业,-634.41,0.56,23
600363,联创光电,217.78,0.54,16
600365,通葡股份,-1002.68,11.12,14
600366,宁波韵升,43.63,1.58,17
600367,红星发展,-59.11,0.87,18
600368,五洲交通,14.90,4.43,13
600369,西南证券,nan,nan,0
600370,三房巷i,-5.76,1.19,20
600371,万向德农,17.01,0.49,18
600372,中航电子,7.95,-2.00,18
600373,中文传媒,562.07,-128.98,18
600375,ST星马,5.69,-3.52,15
600376,首开股份,-627.48,-253.74,18
600377,宁沪高速,0.53,1.97,24
600378,天科股份,19.07,2.01,23
600379,宝光股份,-306.65,-6.49,21
600380,健康元i,2.39,2.74,16
600381,青海春天,-32.38,-17.21,15
600382,广东明珠,-21.87,4.32,19
600383,金地集团,41.68,8.28,25
600385,山东金泰,-77.47,-0.38,6
600386,北巴传媒,-4.27,-0.63,25
600387,海越股份,12.38,1.49,0
600388,龙净环保,10.07,9.18,26
600389,江山股份,56.41,0.34,17
600390,ST金瑞,-344.59,5.66,12
600391,成发科技,196.23,2.21,16
600392,盛和资源,1.35,-4.22,14
600393,粤泰股份,-56.72,-2.19,19
600395,盘江股份,-9.71,0.77,21
600396,金山股份,3.41,2.01,19
600397,安源煤业,25.86,-7.09,13
600398,海澜之家,36.84,15.06,19
600399,抚顺特钢,17.17,8.82,23
600400,红豆股份,53.04,1.42,18
600401,海润光伏,-16.94,-0.20,3
600403,大有能源,-503.13,-191.71,15
600405,动力源i,-12.98,-0.18,17
600406,国电南瑞,-265.08,280.38,27
600408,安泰集团,-53.92,-2.56,7
600409,三友化工,9.73,4.57,25
600410,华胜天成,12.43,0.22,17
600415,小商品城,3.78,4.98,19
600416,湘电股份,51.99,2.70,17
600418,江淮汽车,7.79,-4.32,14
600419,天润乳业,-673.20,7595.36,9
600420,现代制药,2.63,2.39,19
600421,仰帆控股,-66.45,-0.06,9
600422,昆药集团,11.43,22.44,23
600423,柳化股份,-82.58,-6.38,12
600425,青松建化,2307.04,24.72,11
600426,华鲁恒升,3.47,2.99,19
600428,中远海特,-83.38,-0.18,15
600429,三元股份,27.25,1.57,4
600432,ST吉恩,5.52,-1.34,9
600433,冠豪高新,-2.71,5.10,20
600435,北方导航,-34.92,2.20,15
600436,片仔癀i,3.16,5.54,23
600438,通威股份,-50.65,75.85,19
600439,瑞贝卡i,985.37,1.07,21
600444,国机通用,-6199.62,0.76,7
600446,金证股份,52.80,79.97,22
600448,华纺股份,-239.39,1.23,19
600449,宁夏建材,-116.94,-2.21,17
600452,涪陵电力,-29.30,-1.66,20
600455,博通股份,-1323.86,0.35,10
600456,宝钛股份,-5.92,-0.45,13
600458,时代新材,49.98,10.98,18
600459,贵研铂业,25.69,0.34,16
600460,士兰微i,-17.82,-0.61,16
600461,洪城水业,6.96,10.09,21
600462,九有股份,-60.69,-0.05,2
600463,空港股份,21.43,0.98,20
600466,蓝光发展,1160.60,-79.96,21
600467,好当家i,77.84,0.09,17
600468,百利电气,202.82,3.58,17
600469,风神股份,63.19,2.28,14
600470,六国化工,40.66,-3.34,16
600472,包头铝业,2.56,12.04,1
600475,华光股份,1.92,2.01,20
600476,湘邮科技,-15.84,-1.24,4
600477,杭萧钢构,-84.65,-149.43,21
600478,科力远i,55.14,-73.29,8
600479,千金药业,-41.33,-5.20,22
600480,凌云股份,4.41,3.87,20
600481,双良节能,21.05,7.48,15
600482,中国动力,2.44,24.92,24
600483,福能股份,39.26,121.53,24
600485,信威集团,532.68,190.47,15
600486,扬农化工,5.84,3.37,18
600487,亨通光电,12.28,29.96,26
600488,天药股份,6.24,2.03,23
600489,中金黄金,4.98,1.85,19
600490,鹏欣资源,-59.31,31.28,11
600491,龙元建设,4.12,2.65,22
600493,凤竹纺织,24.30,2.78,17
600495,晋西车轴,-43.74,-0.25,22
600496,精工钢构,6.83,2.29,21
600497,驰宏锌锗,16.43,0.22,22
600498,烽火通信,40.70,15.69,24
600499,科达洁能,7.43,4.93,25
600500,中化国际,33.06,2.29,16
600501,航天晨光,-29.44,-0.29,23
600502,安徽水利,29.95,9.66,20
600503,华丽家族,53.62,-21.88,15
600505,西昌电力,66.57,8.20,21
600506,香梨股份,-14.37,0.59,2
600507,方大特钢,-36.95,4.69,21
600508,上海能源,46.98,0.05,15
600509,天富能源,14.96,20.26,24
600510,黑牡丹i,106.35,-70.90,18
600511,国药股份,2.70,3.32,21
600512,腾达建设,-29.25,2.01,20
600513,联环药业,3.41,6.62,21
600515,海航基础,-279.64,-297.37,13
600516,方大炭素,26.75,-0.10,18
600517,置信电气,11.43,3.80,21
600518,康美药业,9.04,34.20,20
600519,贵州茅台,4.00,7.47,19
600520,ST中发,441.10,-4.00,8
600521,华海药业,7.65,4.73,20
600522,中天科技,7.67,21.69,23
600523,贵航股份,39.09,9.92,23
600525,长园集团,19.48,13.24,30
600526,菲达环保,17.62,3.26,22
600527,江南高纤,3.72,0.98,24
600528,中铁工业,13.96,0.93,23
600529,山东药玻,0.97,2.48,25
600530,交大昂立,-296.47,-1.79,10
600531,豫光金铅,36.98,1.31,12
600532,宏达矿业,66.14,-6.54,9
600533,栖霞建设,-22.12,-0.13,16
600535,天士力i,6.17,17.74,24
600536,中国软件,-2.41,-7.77,7
600537,亿晶光电,-117.87,126.02,16
600538,国发股份,-68.43,-4.57,4
600539,ST狮头,-47.45,-9.17,14
600540,新赛股份,-868.70,-0.34,6
600543,莫高股份,17.92,0.52,17
600545,新疆城建,-34.35,0.70,25
600546,ST山煤,247.17,-24.19,13
600547,山东黄金,10.17,5.02,25
600548,深高速i,2.96,2.68,21
600549,厦门钨业,18.34,1.86,23
600550,保变电气,-92.27,-0.88,16
600551,时代出版,2131.62,1214.93,21
600552,凯盛科技,11.57,5.40,16
600553,太行水泥,-117.75,-1.50,6
600555,海航创新,0.85,5.07,2
600556,ST慧球,-44.39,0.52,6
600557,康缘药业,3.08,5.10,24
600558,大西洋i,-10.40,1.32,18
600559,老白干酒,14.54,18.73,22
600560,金自天正,1.61,1.14,18
600561,江西长运,-32.48,-0.66,10
600562,国睿科技,77.71,96.35,16
600563,法拉电子,2.46,3.98,25
600565,迪马股份,-5571.50,42.20,18
600566,济川药业,-117.97,443.80,22
600567,山鹰纸业,-59.11,2.74,15
600568,中珠医疗,15.48,65.83,19
600569,安阳钢铁,-61.56,0.10,14
600570,恒生电子,11.21,-2.00,24
600571,信雅达i,72.41,20.73,21
600572,康恩贝i,8.53,14.45,23
600573,惠泉啤酒,-46.78,0.08,15
600575,皖江物流,286.74,8.86,18
600576,万家文化,-9.37,-10.45,12
600577,精达股份,3.98,3.64,15
600578,京能电力,19.79,2.02,18
600579,天华院i,-93.89,-0.36,9
600580,卧龙电气,16.76,4.05,22
600581,ST八钢,-104.58,-2.91,14
600582,天地科技,-44.21,3.34,25
600583,海油工程,-23.79,2.50,22
600584,长电科技,63.03,-10.74,17
600585,海螺水泥,8.53,7.61,25
600586,金晶科技,-10.89,1.15,17
600587,新华医疗,8.87,23.47,29
600588,用友网络,-459.34,0.35,15
600589,广东榕泰,13.82,1.24,16
600590,泰豪科技,-4.05,0.89,19
600591,ST上航,8.21,3.09,1
600592,龙溪股份,116.02,-0.37,12
600593,大连圣亚,-81.64,-2.60,12
600594,益佰制药,13.79,17.53,27
600595,中孚实业,-1266.88,0.38,12
600596,新安股份,-14.19,-0.10,12
600597,光明乳业,-76.26,5.21,19
600598,北大荒i,9.34,1.95,15
600599,熊猫金控,194.31,-6.28,14
600600,青岛啤酒,5.74,5.02,24
600601,方正科技,-57.27,-0.57,21
600602,云赛智联,-11.76,-1.28,5
600603,ST兴业,-10.06,337.80,1
600604,市北高新,18.63,-12.00,9
600605,汇通能源,167.78,3.85,18
600606,绿地控股,-96.97,315.99,16
600607,上实医药,2.81,3.24,7
600608,上海科技,13.58,0.54,0
600609,金杯汽车,47.05,10.88,17
600610,中毅达i,1.36,0.20,2
600611,大众交通,13.95,0.81,20
600612,老凤祥i,6.92,11.33,19
600613,神奇制药,-107.42,66.12,21
600614,鹏起科技,-78.51,-3.38,15
600615,丰华股份,30.62,-0.35,8
600616,金枫酒业,31.26,0.19,20
600617,国新能源,-78.23,-42.02,7
600618,氯碱化工,-3.92,2.74,8
600619,海立股份,8.07,1.30,19
600620,天宸股份,-14.02,5.42,5
600621,华鑫股份,28.98,107.39,13
600622,嘉宝集团,64.96,5.23,16
600623,华谊集团,17.71,-1.72,17
600624,复旦复华,6.81,2.23,21
600625,PT水仙,-27.94,-0.20,1
600626,申达股份,3.25,1.92,16
600627,上电股份,110.28,0.95,3
600628,新世界i,1.22,1.54,21
600629,华建集团,87.89,353.55,14
600630,龙头股份,3.80,-1.67,14
600631,百联股份,6.75,2.16,5
600633,浙报传媒,-25.12,-62.64,8
600634,中技控股,-121.85,19.88,14
600635,大众公用,-1.29,-5.09,7
600636,三爱富i,31.82,6.35,16
600637,东方明珠,-4.55,-11.12,13
600638,新黄浦i,-74.37,-0.31,13
600639,浦东金桥,5.53,3.60,22
600640,号百控股,-34.13,-0.23,9
600641,万业企业,64.25,6.85,21
600642,申能股份,3.41,0.91,14
600643,爱建集团,14.63,1.30,0
600644,乐山电力,-37.80,1.80,18
600645,中源协和,-25.49,-13.58,22
600647,同达创业,119.65,-6.73,11
600648,外高桥i,20.58,-14.46,16
600649,城投控股,16.92,3.74,20
600650,锦江投资,3.12,0.67,12
600651,飞乐音响,24.81,3.27,19
600652,游久游戏,4.67,0.69,17
600653,申华控股,-17.84,4.88,2
600654,中安消i,-93.65,-5.05,10
600655,豫园商城,11.00,3.71,13
600656,退市博元,-273.94,0.46,6
600657,信达地产,0.99,-0.41,18
600658,电子城i,38.69,-11.58,13
600660,福耀玻璃,3.73,6.20,26
600661,新南洋i,-17.96,31.88,19
600662,强生控股,2.16,1.08,20
600663,陆家嘴i,184.05,3.60,17
600664,哈药股份,6.62,3.48,22
600665,天地源i,-24.28,-29.71,19
600666,奥瑞德i,15.44,9.39,15
600667,太极实业,42.16,6.91,21
600668,尖峰集团,0.62,-6.39,16
600669,ST鞍成,12.07,1.19,0
600670,ST斯达,-inf,0.48,0
600671,天目药业,-19.07,-2.52,8
600672,ST华圣,-164.77,-12.18,1
600673,东阳光科,17.18,5.53,24
600674,川投能源,17.61,-0.75,22
600675,中华企业,-54.19,1.08,14
600676,交运股份,4.32,5.71,19
600677,航天通信,-500.21,-21.35,13
600678,四川金顶,1.18,-1.82,7
600679,上海凤凰,-66.01,-1.49,6
600680,上海普天,1056.36,1.47,8
600681,百川能源,-170.88,-24.96,11
600682,南京新百,-16.65,-4.54,14
600683,京投发展,-58.28,11.69,10
600684,珠江实业,23.18,42.15,23
600685,中船防务,-36.76,-0.59,15
600686,金龙汽车,-6.27,0.43,26
600687,刚泰控股,-137.82,486.14,18
600688,上海石化,-176.94,1.93,15
600689,上海三毛,16.89,0.53,2
600690,青岛海尔,7.81,10.66,18
600691,阳煤化工,-59.67,74.39,4
600692,亚通股份,38.02,2.36,15
600693,东百集团,-3635.95,-0.00,15
600694,大商股份,20.84,2.72,12
600696,匹凸匹i,435.58,-7.27,8
600697,欧亚集团,5.05,7.72,29
600698,湖南天雁,-33.66,5.78,9
600699,均胜电子,-59.48,-17.97,14
600700,ST数码,9.17,1.00,0
600701,工大高新,-362.51,-357.06,14
600702,沱牌舍得,13.84,2.65,16
600703,三安光电,29.30,-40.64,29
600704,物产中大,25.59,26.99,22
600705,中航资本,-176.63,0.40,4
600706,曲江文旅,70.57,-7.53,12
600707,彩虹股份,45.66,36.90,5
600708,光明地产,-6.13,5.86,18
600709,ST生态,-258.57,-1.82,1
600710,ST常林,124.24,-1.36,6
600711,盛屯矿业,14.52,-32.92,19
600712,南宁百货,15.44,-1.39,17
600713,南京医药,-13.50,7.17,20
600714,金瑞矿业,-14.87,3.35,9
600715,文投控股,581.66,7.00,6
600716,凤凰股份,307.98,0.27,9
600717,天津港i,4.07,3.87,18
600718,东软集团,39.52,-0.23,23
600719,大连热电,-159.09,-0.11,13
600720,祁连山i,-65.40,-4.88,17
600721,ST百花,137.07,161.18,12
600722,金牛化工,118.50,-0.16,4
600723,首商股份,19.96,11.27,15
600724,宁波富达,-2.07,32.97,19
600725,ST云维,-26.05,-33.27,9
600726,华电能源,-659.85,2.19,8
600727,鲁北化工,-372.72,-113.17,18
600728,佳都科技,-154.16,1.10,13
600729,重庆百货,13.68,5.18,12
600730,中国高科,-7.49,-28.77,18
600731,湖南海利,-17.45,2.00,19
600732,ST新梅,-229.02,14.44,10
600733,S前锋i,-242.31,-0.39,12
600734,实达集团,-47.00,-0.85,6
600735,新华锦i,240.30,815.58,20
600736,苏州高新,-434.03,1.92,20
600737,中粮糖业,-21.97,3.35,11
600738,兰州民百,10.83,4.85,13
600739,辽宁成大,-9.86,0.63,16
600740,山西焦化,-78.79,-0.48,9
600741,华域汽车,4.27,114.01,17
600742,一汽富维,2.79,-2.16,13
600743,华远地产,138.90,-202.99,23
600744,华银电力,-130.10,-1.32,8
600745,中茵股份,71.06,-23.26,18
600746,江苏索普,-29.74,9.58,16
600747,大连控股,-21.11,0.81,2
600748,上实发展,-123.26,4.03,18
600749,西藏旅游,-139.77,-7.99,9
600750,江中药业,4.16,2.93,19
600751,天海投资,152.65,13.82,4
600752,ST哈慈,102.88,0.11,0
600753,东方银星,65.01,-0.53,9
600754,锦江股份,-6.24,4.63,18
600755,厦门国贸,-89.09,4.51,17
600756,浪潮软件,237.25,0.01,6
600757,长江传媒,-inf,-0.89,8
600758,红阳能源,-429.40,-8.73,17
600759,洲际油气,-8.03,65.60,11
600760,ST黑豹,-58.07,21.35,7
600761,安徽合力,3.42,1.55,19
600762,SST金,-1920.34,-616.17,1
600763,通策医疗,7.25,20.97,23
600764,中电广通,0.05,0.19,8
600765,中航重机,7.91,16.18,19
600766,园城黄金,34.23,-28.53,8
600767,运盛医疗,-27.21,-18.86,7
600768,宁波富邦,-16.30,-44.21,9
600769,祥龙电业,-173.46,-0.16,3
600770,综艺股份,-78.01,-1.08,10
600771,广誉远i,-23.84,2.85,8
600773,西藏城投,-32.02,28.99,14
600774,汉商集团,-52.28,-0.17,9
600775,南京熊猫,-29.46,-0.14,5
600776,东方通信,22.17,1.39,19
600777,新潮能源,-17.23,-3.33,7
600778,友好集团,42.15,-8.16,15
600779,水井坊i,-15.62,0.77,17
600780,通宝能源,-53.69,1.02,15
600781,辅仁药业,10.48,1.33,18
600782,新钢股份,-28.12,6.29,15
600783,鲁信创投,-116.22,4.19,3
600784,鲁银投资,53.83,-9.45,15
600785,新华百货,5.96,0.61,11
600786,东方锅炉,0.04,9.83,2
600787,中储股份,-1.85,0.21,17
600788,ST达曼,566.80,8.31,0
600789,鲁抗医药,-266.74,1.49,12
600790,轻纺城i,6.33,2.45,18
600791,京能置业,-119.12,6.01,16
600792,云煤能源,59.15,1.89,5
600793,宜宾纸业,68.14,1.74,2
600794,保税科技,-24.85,2.87,23
600795,国电电力,-13.62,7.61,21
600796,钱江生化,-61.74,4.36,13
600797,浙大网新,899.51,4.47,7
600798,宁波海运,-482.28,0.63,12
600800,天津磁卡,-380.78,-2.66,6
600801,华新水泥,-51.52,11.67,27
600802,福建水泥,-142.82,-9.37,7
600803,新奥股份,37.99,20.01,15
600804,鹏博士i,72.03,300.58,23
600805,悦达投资,-238.68,2.58,10
600806,ST昆机,22.06,-1.48,12
600807,天业股份,-399.87,2.09,19
600808,马钢股份,-224.04,0.78,13
600809,山西汾酒,15.23,1.12,16
600810,神马股份,-408.63,-6.93,9
600811,东方集团,6.68,9.43,0
600812,华北制药,-19.10,-0.63,14
600813,ST鞍一,-83.33,-0.05,1
600814,杭州解百,21.12,3.79,9
600815,厦工股份,-4.91,-4.77,11
600816,安信信托,nan,nan,0
600817,ST宏盛,94.99,0.02,12
600818,中路股份,39.01,-6.66,5
600819,耀皮玻璃,31.47,1.28,11
600820,隧道股份,290.76,4.65,18
600821,津劝业i,798.36,-4.75,5
600822,上海物贸,-168.01,-0.31,16
600823,世茂股份,28.96,37.01,19
600824,益民集团,2.37,2.30,18
600825,新华传媒,11.95,0.37,17
600826,兰生股份,-35.10,43.06,10
600827,百联股份,6.44,3.77,16
600828,茂业商业,24.03,27.38,18
600829,人民同泰,1.32,1.76,19
600830,香溢融通,25.56,0.72,21
600831,广电网络,-5.49,-52.41,23
600832,东方明珠,3.50,5.19,18
600833,第一医药,1.77,2.44,18
600834,申通地铁,-2.96,0.30,18
600835,上海机电,4.70,4.63,22
600836,界龙实业,-128.30,0.17,13
600837,海通证券,nan,nan,0
600838,上海九百,3.23,3.70,0
600839,四川长虹,52.87,3.07,17
600840,新湖创业,120.83,1.72,3
600841,上柴股份,-59.70,-2.05,17
600842,中西药业,10.83,-2.68,6
600843,上工申贝,-10.84,-6.42,12
600844,丹化科技,50.11,14.14,4
600845,宝信软件,2.32,3.19,21
600846,同济科技,-15.38,-6.59,22
600847,万里股份,-44.92,0.30,8
600848,上海临港,21.38,-226.92,7
600850,华东电脑,-86.01,-36.09,20
600851,海欣股份,18.98,0.62,0
600852,ST中川,18.69,3.17,1
600853,龙建股份,-187.00,-0.37,22
600854,春兰股份,245.68,20.18,0
600855,航天长峰,-117.62,1.93,10
600856,中天能源,-1075.49,107.10,22
600857,宁波中百,18.23,3.54,14
600858,银座股份,11.55,0.51,14
600859,王府井i,2.45,1.85,12
600860,京城股份,-63.63,47.24,2
600861,北京城乡,10.38,1.47,17
600862,中航高科,-1.81,6.69,11
600863,内蒙华电,25.40,3.67,17
600864,哈投股份,-42.74,-6.28,21
600865,百大集团,2.00,0.92,15
600866,ST星湖,19.65,-2.87,8
600867,通化东宝,20.72,10.00,20
600868,梅雁吉祥,-5.30,-0.95,6
600869,智慧能源,130.10,76.27,19
600870,厦华电子,-57.00,0.04,13
600871,石化油服,-248.12,-170.29,11
600872,中炬高新,5.68,3.71,23
600873,梅花生物,67.18,52.88,17
600874,创业环保,1.85,1.88,23
600875,东方电气,-6.00,-0.23,22
600876,洛阳玻璃,-473.48,0.49,3
600877,中国嘉陵,-113.50,5.46,2
600879,航天电子,6.39,3.61,21
600880,博瑞传播,-33.99,-0.12,22
600881,亚泰集团,-57.09,-21.03,14
600882,广泽股份,-45.85,-2.30,7
600883,博闻科技,4.08,-2.67,1
600884,杉杉股份,-20.86,2.56,20
600885,宏发股份,-87.10,223.17,15
600886,国投电力,25.02,9.08,21
600887,伊利股份,-114.79,10.42,22
600888,新疆众和,-22.40,-0.24,17
600889,南京化纤,-80.25,3.99,15
600890,中房股份,-33.57,1.31,3
600891,秋林集团,11.62,-24.52,19
600892,大晟文化,469.35,-12.54,12
600893,中航动力,5.66,26.27,26
600894,广日股份,43.58,11.55,12
600895,张江高科,-114.21,49.41,15
600896,览海投资,-347.19,-1.02,7
600897,厦门空港,1.66,3.93,29
600898,三联商社,-35.33,-0.99,19
600900,长江电力,171.74,16.34,20
600908,无锡银行,nan,nan,0
600909,华安证券,nan,nan,0
600917,重庆燃气,1.14,1.91,6
600919,江苏银行,nan,nan,0
600926,杭州银行,nan,nan,0
600936,广西广电,0.96,2.85,3
600939,重庆建工,33.44,1.84,3
600958,东方证券,nan,nan,0
600959,江苏有线,2.63,3.18,6
600960,渤海活塞,-29.73,1.67,20
600961,株冶集团,-12.16,0.34,11
600962,国投中鲁,92.45,0.02,14
600963,岳阳林纸,-173.07,-0.02,16
600965,福成股份,-9.71,26.06,21
600966,博汇纸业,-9.67,1.01,17
600967,北方创业,12.98,-3.01,17
600969,郴电国际,-2.30,2.50,19
600970,中材国际,2.57,2.18,20
600971,恒源煤电,-59.26,0.50,16
600973,宝胜股份,44.58,2.60,25
600975,新五丰i,-61.05,-61.25,11
600976,健民集团,7.86,8.40,19
600977,中国电影,92.48,5.11,3
600978,宜华生活,4.01,5.64,20
600979,广安爱众,383.91,-134.75,20
600980,北矿科技,102.77,-1.37,10
600981,汇鸿集团,45.42,-8.89,15
600982,宁波热电,17.05,1.94,18
600983,惠而浦i,4.92,2.64,17
600984,建设机械,-51.52,-6.03,12
600985,雷鸣科化,7.78,7.50,19
600986,科达股份,42.42,27.41,17
600987,航民股份,4.61,5.29,27
600988,赤峰黄金,-75.06,-24.21,19
600990,四创电子,135.57,49.68,22
600991,广汽长丰,-28.38,-1.88,10
600992,贵绳股份,8.38,0.49,20
600993,马应龙i,6.86,3.60,14
600995,文山电力,13.87,9.26,19
600996,贵广网络,60.99,37.23,4
600997,开滦股份,-1.86,0.80,16
600998,九州通i,3.88,4.86,16
600999,招商证券,nan,nan,0
601000,唐山港i,5.04,8.54,16
601001,大同煤业,-26.50,-0.38,17
601002,晋亿实业,-5.43,3.08,19
601003,柳钢股份,-1281.46,0.18,15
601005,重庆钢铁,-53.91,-9.59,10
601006,大秦铁路,1.47,0.67,15
601007,金陵饭店,-19.66,0.83,21
601008,连云港i,-2.44,-0.39,12
601009,南京银行,nan,nan,0
601010,文峰股份,1.55,1.15,11
601011,宝泰隆i,-266.13,-0.02,7
601012,隆基股份,75.30,23.04,14
601015,陕西黑猫,-92.74,0.95,4
601016,节能风电,8.65,1.46,7
601018,宁波港i,0.44,1.63,17
601020,华钰矿业,-83.92,4.02,3
601021,春秋航空,23.41,11.15,7
601028,玉龙股份,24.11,0.18,14
601038,一拖股份,-168.41,1.16,8
601058,赛轮金宇,25.26,22.96,14
601069,西部黄金,35.55,0.81,6
601088,中国神华,0.69,1.73,21
601098,中南传媒,3.59,5.56,15
601099,太平洋i,nan,nan,0
601100,恒立液压,-416.18,-0.12,8
601101,昊华能源,-100.25,-0.28,9
601106,中国一重,18.60,-1.46,9
601107,四川成渝,1.96,3.10,14
601111,中国国航,34.37,95.22,20
601113,华鼎锦纶,28.54,0.44,9
601116,三江购物,3.44,1.19,13
601117,中国化学,5.35,2.96,19
601118,海南橡胶,6.37,-0.98,5
601126,四方股份,108.15,0.56,16
601127,小康股份,586.82,2.84,1
601128,常熟银行,nan,nan,0
601137,博威合金,6.20,2.59,13
601139,深圳燃气,6.97,6.03,15
601155,新城控股,-40.47,8.72,3
601158,重庆水务,1.81,2.08,16
601163,三角轮胎,1.75,2.10,3
601166,兴业银行,nan,nan,0
601168,西部矿业,-366.91,0.40,25
601169,北京银行,nan,nan,0
601177,杭齿前进,-22.93,-0.94,7
601179,中国西电,-73.23,1.31,12
601186,中国铁建,5.07,3.69,23
601188,龙江交通,3.32,3.49,15
601198,东兴证券,nan,nan,0
601199,江南水务,9.63,8.89,18
601206,海尔施i,2.16,6.10,2
601208,东材科技,5.87,1.60,9
601211,国泰君安,nan,nan,0
601212,白银有色,-197.09,3.87,2
601216,君正集团,13.50,6.79,11
601218,吉鑫科技,19.80,1.24,12
601222,林洋能源,5.03,5.30,15
601225,陕西煤业,69.26,0.33,5
601226,华电重工,42.95,0.24,8
601229,上海银行,nan,nan,0
601231,环旭电子,7.76,4.33,16
601233,桐昆股份,-59.23,10.54,15
601238,广汽集团,-44.50,-2.12,1
601258,庞大集团,-3.23,0.86,11
601268,ST二重,17.85,-6.02,5
601288,农业银行,nan,nan,0
601299,中国北车,7.04,6.63,15
601311,骆驼股份,7.92,6.95,15
601313,江南嘉捷,9.28,3.82,15
601318,中国平安,nan,nan,0
601328,交通银行,nan,nan,0
601333,广深铁路,2.94,1.20,22
601336,新华保险,nan,nan,0
